gene,ABCA6,ABCA8,ABHD16B,ADGRL3,ADH1B,AJM1,ANKRD20A3,ANOS1,APC2,ARL14,ARRDC4,BASP1-AS1,BEST4,BMP6,C5orf17,CA7,CADM1,CAV1,CCDC102B,CCDC162P,CCDC88B,CH507-145C22.1,CPNE7,CTAGE4,CYP4F11,DDX3Y,DMD,EFCAB2,EIF1AY,ESRG,FABP2,FAM239A,FAM27E4,FHL2,FN1,FSBP,GBP5,GOLGA6L22,GPR15,GSTT1,GTF2H2,GULP1,GYG2,HAGLR,HHIP,HLA-DRB3,HLA-DRB4,ICOSLG,IGLL5,IL1B,ITGA8,ITPK1-AS1,JCHAIN,KCTD11,KDM5D,LAT,LINC00910,LINC01002,LINC02316,LMOD1,LOC100128770,LOC100133331,LOC100507412,LOC100996745,LOC101927069,LOC101927556,LOC102723407,LOC102723798,LOC102723996,LOC102724219,LOC102724971,LOC102725009,LOC105369526,LOC105378726,LOC107984449,LOC107985558,LOC107987348,LOC110384692,LOC148696,LOC442028,LOC642249,LOC646652,LOC728613,MIR6723,MMP3,MT1E,MT1F,MT1G,MT1M,MT1X,MT2A,MTRNR2L1,MUC5B,MYH11,MYOCD,NKX2-3,NPHP3-ACAD11,NPY4R2,NR4A3,NTN1,NUDT4B,NUTM2B,OAZ2,PARP2,PHACTR2-AS1,PI15,PIEZO2,PLCH2,PLEKHA4,PMP22,POM121L10P,PRKY,RARRES2,RCAN2,RHPN1,RPS4Y1,S100P,SERF1A,SERF1B,SLC22A3,SLC28A2,SLC44A5,SLC9A3-AS1,SLITRK6,SLMO2-ATP5E,SMARCA1,SMG1P7,SNORD133,SPDYE11,SPECC1L-ADORA2A,SSPN,ST6GAL2,STX16-NPEPL1,SYN3,SYNPO2,TCF21,THNSL2,TRIM17,TTLL7,TTTY15,TUSC3,TXLNGY,UGT2B17,USP32P1,USP32P2,USP9Y,UTY,ZFY,ZNF100,ZNF165,ZNF521,ZNF775
RT11,0.241337396,0.912128447,-0.482437057,1.476161458,0.966610709,0.319674913,-0.898675346,0.442906749,-0.358888066,0.076301884,0.648318805,-0.05950536,0.383057189,0.663296023,-0.709373666,0.148768304,0.43199661,0.694903952,0.663057652,0.94367613,0.02425765,0.119368234,-0.302573301,-0.436364476,0.638094354,2.39352507,0.525593295,0.292228965,2.950483296,0.902296912,2.381210045,0.057232804,-0.679310498,1.33018004,0.911172194,1.850422086,0.633380898,1.574422108,0.641911143,2.110297082,0.668966882,0.384987594,0.523714686,0.622380082,2.116635705,-3.404168729,-0.578716453,1.018474988,2.689909418,0.956348266,1.634494331,-1.251842942,2.688074542,1.86401912,2.703826849,-0.379520812,0.005237876,0.296662842,-0.616754979,0.636504429,-0.600932337,-0.447135627,0.780353966,-0.810431175,-0.284684222,-0.280033244,2.58784884,-0.653361916,0.871494778,2.639349335,1.954414363,-0.858401465,0.633002314,-0.906642048,1.952077477,0.536031922,0.433745468,1.180437219,-0.740482115,-0.932420327,-1.355516113,-1.538407422,-0.369057388,-0.8407586,-0.156186428,0.36270815,-0.512713462,-0.390428261,-1.705616089,0.24725455,0.247670029,-0.650820931,1.505137473,0.414907794,0.877235687,1.180207288,-0.325464326,0.432812915,-1.149242946,0.918656999,0.948562754,-0.212289963,0.992088168,1.741788974,-0.754611713,-0.166265727,0.598455232,-0.118160607,0.45956458,1.455140568,-0.308321266,2.004881079,0.070426035,0.621112042,0.409989365,3.358480087,2.72044257,0.278224958,1.062569141,0.475532118,-0.6865184,1.679733705,-0.0833484,1.748576417,1.541058665,1.007671672,-0.443128415,-0.087954325,-0.395773142,-0.192275833,0.720094932,-1.529567671,0.192548169,-0.070177844,0.252837672,0.835845935,1.085767771,-0.489544988,0.242261989,1.545551804,0.278126332,2.390703874,1.64906083,0.245640776,-0.812244294,2.393236924,1.80837458,2.838787249,0.498093731,0.922288702,0.204143098,-0.049003303
RT12,0.298552654,0.002993974,-0.402394349,0.181309051,0.287024608,-0.037000031,-0.203556448,-0.384718346,-1.092857241,1.185483854,0.818369722,-0.10219619,1.597354301,-0.088239476,0.137527207,1.718416947,0.53512362,0.559846487,0.109029768,0.614751099,0.265545804,-0.486621657,0.444641101,0.382248697,1.064816947,-3.990775169,0.288908694,0.386396797,-3.318612988,0.071412959,0.64638707,-0.168446339,0.385316525,0.651958035,0.037402668,1.478283751,0.223799525,-3.495431329,0.334651559,0.780951073,0.091601753,0.576609925,-0.037552579,0.752883963,-0.054659312,3.260478783,-0.403494509,0.182742673,0.986232092,-0.53757676,0.331722711,-1.28505814,0.021338371,0.923708325,-4.565158085,0.566622883,-0.093287625,-0.258096875,-0.034325622,0.481791478,-0.675463264,0.198590274,0.577585367,-0.616738842,-0.553938823,-0.476743538,0.760468585,-0.184157967,1.094331422,-4.3263833,0.862356327,0.651756305,0.679526298,-2.005254336,1.037875791,0.788207306,-1.047654642,-3.984268752,-1.551412331,-1.086571007,0.222818977,-0.005206796,0.100546627,-0.435293492,-2.554081701,1.095615029,1.270826519,1.328022663,1.994972091,1.009150249,1.043836286,0.505918427,-0.24264085,0.70155062,0.244959221,0.45305374,0.488591135,1.029508268,0.169211208,0.364508693,0.347809651,-0.508945527,0.327505721,1.140424821,-0.908762393,-0.218225466,0.677704604,-0.284109917,0.187057305,0.468300039,-0.234573322,-3.347176821,0.023329351,0.119016809,0.146254617,-4.360329401,-0.0959041,0.450610435,1.656494373,0.098251776,0.626876921,1.52693414,-0.565186487,0.368147176,1.60630969,0.071956318,0.166321592,-0.590583181,-0.364512484,0.475738117,0.565777835,0.721676597,-0.043662002,-0.085534389,0.815811794,0.146129289,-0.406947771,-0.106552735,0.003076795,-2.243383422,-0.212285967,-3.462536115,0.328259129,0.981247118,0.859717142,-4.480242596,-2.909348195,-3.935937084,0.345290099,0.881368432,0.305228577,0.280300444
RT13,-0.38168471,-0.76811475,-0.04957297,-0.43302962,-0.077017,0.14672111,0.31411275,0.43626221,-0.21046806,1.37117654,0.18182988,0.22988069,-1.38446621,-0.47800568,-0.1256375,-1.09951257,-0.32507337,-0.23843245,-0.48527807,0.98522513,-0.35739421,-0.78960843,-0.70803841,1.25381649,-2.13348171,2.07184541,0.09905941,0.40865889,1.18119668,-0.68274389,0.29654168,0.03282077,0.14952515,0.55616226,-0.3841633,-0.04484589,-0.40476982,1.31784186,-0.31849029,-4.16069135,0.04659703,-0.41846565,-0.32198546,0.29947175,-0.20098727,0.44908044,-1.01904519,1.03622268,-1.01801905,0.25294458,-0.77909625,-0.63301194,-0.86244711,0.51845922,2.66032339,0.03599463,-0.08547202,-0.24766762,-0.02004648,0.16210667,0.05571763,-0.34358463,-0.38078995,-0.55871232,-0.1428498,-0.77902441,-0.95744849,-0.46901071,-1.61066691,-4.3263833,-0.96953965,0.91039491,0.63696668,-0.5964649,-2.19521674,-2.93748612,2.13932024,1.08522647,0.15333576,0.01204128,0.43036956,-0.58468515,-0.03349879,-0.64660259,-0.35685712,-0.49933653,-1.66030402,-1.16956889,-0.77911037,-1.05260941,-1.32417487,-0.00838753,-0.7461611,0.34346919,-0.05593308,-0.32539102,-2.5739507,0.09739916,0.12838921,-0.11623948,-0.05691097,-0.05758368,-0.4208564,0.67475368,-0.13557251,-0.38467367,-0.73757729,0.10371335,-0.339963,-0.41666296,-0.2505507,2.12708662,-1.42042206,-0.24388087,0.34423799,2.4940462,-0.87849634,0.57104086,0.47896922,0.32137033,-0.69629652,1.03613357,-0.02618999,-0.1683462,-2.45667055,-0.20488488,-0.04849766,-1.70981476,-0.38246407,-0.20249389,0.07761235,-0.05184089,-0.34428348,-0.12942444,0.10637032,-0.37156921,-4.07902011,-1.11815365,0.03334243,1.50405602,0.13310534,2.3283855,0.28619385,1.07385437,1.22520531,2.53366568,1.71460474,2.13158764,-0.74174322,0.63145702,-0.31381063,-0.06920601
RT15,0.144516526,0.330496254,-0.441615062,0.214786131,0.236325478,-0.106593323,0.063824146,0.402360654,-1.179868618,-0.00098979,0.777964768,0.02300198,0.697978169,0.620606614,-0.612235158,0.830640274,0.209711411,0.137951868,0.034915302,0.015956702,0.011077331,-0.867151569,-0.708038409,1.049063053,-3.743742329,2.207704564,0.245716674,-0.65569958,1.890873165,-0.219178392,0.226051799,-0.194929113,-0.606934522,-0.192964763,0.282908423,0.844403527,-0.123791367,1.291143327,1.1760263,1.662354546,0.42554481,0.050016449,0.093070017,0.782405154,-0.081186066,2.462571245,0.535178388,1.061886122,0.750816914,-0.840526304,0.1446829,-0.591611244,0.301743319,0.53744704,2.764513568,0.321173574,-0.450977304,-0.128493025,-0.286339277,0.235246311,-0.755499562,-0.126049249,-0.357613255,-0.946486615,-0.516916778,-1.214342481,0.496306172,-1.347308776,-2.27572973,-0.963926747,0.391384918,-0.727187207,0.239375632,-0.904477725,-1.5023473,0.726075524,0.493936939,1.333571791,-0.372757335,-2.878330476,-1.758101787,-1.732243692,-0.095500283,-0.646602585,-1.860934521,0.116770878,-0.219942439,-0.296695088,-0.007562813,-0.15951876,0.263257167,0.152036768,-0.873786341,0.217750338,-0.186429572,0.434005545,-0.184586104,0.996252488,-1.407317073,-0.147590006,0.171725786,-0.713018938,-0.011094465,0.49901083,-1.314227501,-0.36132631,0.56170569,0.123910954,-0.381656977,0.231638243,-0.785256799,1.928011042,-0.092235335,0.337798688,0.097759973,2.486613739,-1.689426557,0.511670757,0.627309796,-0.846188008,-0.654660002,-2.370161163,-0.253950662,0.350447599,0.643479121,-0.098670415,-0.148541613,-0.653762083,-0.550152424,0.679986967,0.498916375,0.687253131,-0.179818571,-0.3557965,-0.082627649,0.470790365,0.130635301,-0.253156209,-0.066030726,1.765506527,-0.4858833,2.47389408,-6.84014741,-1.411408609,1.445811086,2.886507184,1.706111494,2.51538132,-0.609320059,-0.47347488,0.595311611,0.027957738
RT16,0.006874633,0.101700976,-0.770119129,0.390559897,-0.297519284,-0.409404277,-0.646257486,-1.52985065,-0.319667353,-0.05067321,0.232269751,-0.159209833,1.886122061,0.629489166,-0.283344904,1.528877094,-0.325073371,-0.530660264,0.134672034,0.988122095,-0.396916851,0.369152238,-0.014891228,0.572952732,0.111678501,-4.68392235,-0.046994064,-0.283673413,-3.318612988,-0.50142631,0.940931612,0.029573047,0.292444705,0.227153782,-0.297084322,0.891115285,-0.298014021,1.619702109,0.701983797,1.32003507,-0.804758357,0.126544325,0.859018103,0.351157794,0.298869327,-3.404168729,0.561492777,-3.617242392,0.947095072,-0.989561883,0.700991218,-1.01827642,1.166110168,0.810326728,-4.565158085,-0.212466727,-0.135379492,-0.665465728,-0.135450739,-0.387397804,-0.104908373,-0.167922146,-0.10770655,-0.512575316,-0.813880926,-1.047288396,1.015918597,-1.491179147,0.465305631,1.766877167,1.055528205,0.988527522,1.074839035,-1.088963605,0.743593953,0.974536884,-0.297834138,1.273726495,-2.244559512,-0.045117132,0.30205605,-0.014406408,-0.263336138,-1.870378017,-0.414015538,-0.086329934,-0.159681144,0.019595388,-0.047725143,-0.263411776,-0.214133881,-0.428172359,0.888709517,-0.9158652,-0.417177722,-0.353170585,0.729478539,0.435785492,-1.952768085,-0.391651456,0.410876558,-1.94803407,-0.327706235,1.054832124,-0.908762393,-0.218225466,0.257850758,-0.843673072,-0.057396032,-0.293041251,-0.44234115,-3.474928222,0.676341695,0.028050983,0.066217826,-4.360329401,1.56816378,1.133322716,-3.906987181,-1.875843139,0.419814467,0.992911066,0.886390166,0.468230634,-2.479432966,-0.383764089,0.082126742,-0.292748737,-2.644851968,-0.061142154,0.025373287,0.821114913,-0.238167984,-0.241905639,-0.843520531,0.321675663,0.264785315,-0.558537859,0.504332702,-2.353525776,0.68032228,-4.560481515,0.653811059,0.032640308,-0.221667784,-4.480242596,-2.831676783,-3.935937084,0.506964063,-0.185795188,-0.021674209,-0.527039104
RT17,-0.836844058,-0.461368454,0.573615617,-1.772486701,-3.031841338,0.50199647,-0.04578813,-0.020496196,0.392528022,-1.47244196,-1.40691013,0.090001014,-3.449935596,-0.976447239,0.982587865,-2.907028211,-1.486206017,-1.973038031,-0.545915194,0.156045095,1.076176128,1.104110768,4.978936948,2.343001388,0.535619671,2.419423561,-1.455028412,0.192589804,1.685333318,0.205116347,-1.882575581,0.820220415,1.064026558,-0.26615187,-1.709318267,0.958356452,0.281862769,1.761292913,-1.807968884,-1.52163402,0.200497331,0.105256401,-0.492597679,-2.061777221,-2.741983382,-3.404168729,-1.360803156,0.092964707,-1.555873342,-0.045100275,-0.852803025,-1.285258,-1.793866171,0.312651597,2.368263966,-0.069365884,1.021742706,1.048970113,0.16968666,-1.654345408,-0.195443431,0.101182797,0.526532439,0.186516196,-0.163961379,-0.567048872,-1.881320043,-0.189798847,-0.351326373,-4.3263833,-1.085566932,-0.901835841,-0.945179086,0.559695021,-2.687698275,-0.827272921,0.655064473,-1.317040545,-1.145947223,-0.575745383,0.919938335,-0.510418767,0.686289832,-1.53390578,3.924427941,-2.764484623,-1.737265063,-1.815310153,-3.689878659,-1.674954259,-1.008921233,-1.08210413,-0.585558193,-2.346502764,-1.53117493,-1.396974638,0.189415837,-0.483878129,-0.888758302,-2.025781981,-0.732881382,0.07133145,-1.100896124,0.050716044,-1.09108395,-1.316837755,-0.699111014,-1.015538954,0.868083126,-1.687125504,-0.091611191,2.155055317,-1.357901708,-1.763714439,1.423243455,2.421862655,-0.902166085,1.189448013,-3.906987181,3.747451001,-0.830840089,-1.892023218,1.431563339,-2.375621108,1.754673539,-0.969491021,0.372821779,-0.956042955,-0.024977458,-0.477984756,-1.904890245,-1.58565448,0.387896636,0.576402463,-1.943467069,-0.966276321,0.618425355,-0.632645831,-0.990031091,0.985970411,-1.556907632,2.762846286,-3.06842149,-0.517230592,-0.574933063,1.878581857,1.649184237,2.022185238,0.234077424,0.008353684,-1.006993527,0.775172139
RT18,-0.20954073,-0.02232567,-1.35790579,0.01862729,-0.28976015,-0.79077183,-0.6249915,0.60741046,-1.49832235,0.80311446,0.39067242,-1.19890477,-0.40066256,-0.33055294,-0.92670548,-0.24776817,-0.04525547,-0.22495363,-0.45056979,-1.3144572,-0.90022603,-0.12381626,-1.24703491,-0.63808979,-0.1420124,1.82036732,-0.29084963,0.27719926,2.10192201,-1.05022966,0.4241656,-0.4273772,-0.70791514,-0.4815431,-0.23263869,-3.62142413,-0.68367353,-3.49543133,-0.01983918,0.69912881,-0.52601451,0.07253324,-0.95923416,-0.29106762,0.06834567,1.96240991,0.70182771,-0.01888527,-0.32916679,0.49041796,-0.35934693,-1.10303639,0.7965715,0.01659479,1.9210027,-0.59888364,-0.94391498,-0.59651004,-1.03633545,-0.73141013,-1.44873007,-0.79864682,-0.59668674,-0.86735783,-1.083563,-0.72872278,-0.35743171,-0.87680527,0.13614079,-4.3263833,-0.64300285,-0.78056738,-1.1122559,-0.75163459,-2.25177093,-0.10427278,-4.32336438,0.88646826,-1.32826878,-1.49203612,-0.96567069,-1.68276363,-0.82956081,-1.17723084,-0.35685712,0.02630856,-0.49023277,-0.4054225,-0.45958118,-0.44551122,-0.28516129,-0.38600777,-1.11685611,-0.73260776,-0.19862484,0.05697837,-0.33005182,0.2627249,1.35740823,-0.43315119,-0.35122354,-0.78273982,-0.5900705,2.12537551,-0.90876239,-0.88505534,-0.5262682,-0.95489871,-0.59419714,0.09941202,-0.96001951,1.03516818,0.63038766,-0.35099552,-1.45727766,2.64545962,-0.11207696,0.08164147,1.01443067,-0.92033169,-1.07639694,1.66768262,-0.75707749,0.16812604,-1.50279363,-0.09867041,-1.25437159,2.5151925,-2.64485197,-0.3734867,0.24297408,0.01323295,-1.09905029,-0.58316749,-0.37545999,-0.84849329,0.16947037,-0.71268854,-0.31002726,1.41106846,0.27811982,1.69284525,1.47358818,0.9121089,-1.6642549,2.30678018,1.20495424,2.07896075,-0.01960804,-0.52227457,-0.3879186,-0.80402589
RT19,-1.266287959,-2.433081696,-0.194754984,-0.587438885,-4.64127925,-1.03193389,-1.331373552,0.863706221,-0.210468061,-2.143610234,-0.622381083,0.102533527,-3.804897722,-1.259014211,0.503146589,-5.258403468,-0.684667435,-0.438102646,-0.052739639,0.483999598,-0.514257927,1.517058005,3.480352909,0.97279656,0.328285844,2.951974115,-1.182575731,0.015179449,3.181174053,1.322639533,-4.251644631,-0.004309747,-0.358681205,-0.422754252,0.161792401,2.237725429,0.329239787,-3.495431329,-3.334025188,0.849943945,1.026545814,-0.316288917,0.456586203,-1.907626542,-0.976199399,-2.708524669,-0.627900482,0.074809283,-1.538414121,1.013364946,-1.193715815,-0.591012083,-3.388718593,0.486915337,2.99286871,1.018073104,0.537151149,-0.010583221,-0.867108936,-1.216090477,-0.407158557,-0.214534157,0.243814552,-0.865817485,1.254396175,-1.045674315,-1.889091505,-0.185408749,-0.748264639,2.838620101,-1.743344334,-0.676017357,-1.089760315,1.271965865,0.227556466,1.369951656,-4.323364384,1.52858725,-1.145947223,0.066108503,0.988191359,-0.773988761,-0.190118399,-1.282591352,5.160937303,-2.595138035,-1.586950302,-1.563462351,-4.382775934,0.138060863,-0.892526806,-0.444577388,-1.347026445,-1.830388617,-0.530201111,-1.15011456,-0.288487737,0.980833734,-0.7625413,-0.984328106,0.028513985,0.087819204,0.212638883,2.046514685,-1.09108395,0.823228408,-0.074283077,0.686379811,0.886204522,-0.16242882,0.223356978,1.969522186,-0.396193497,-0.968784564,1.309781098,0.427162342,0.84618363,1.136651029,-3.906987181,3.674788156,-1.691427935,-0.041981794,2.004634987,-2.981756911,2.287737118,0.488262304,-0.511537245,1.130724627,-0.287021401,-0.597250779,-0.609567662,-1.783057863,-0.056444072,0.517247297,-1.175503525,-0.905651699,0.793626893,-0.307223431,-0.97407615,2.403196492,-0.636543575,3.385310513,-2.431016439,-0.977151651,-0.81857862,3.001572228,1.946448095,3.252427313,0.040265276,-0.638808384,0.214714569,0.510612484
RT20,0.554506066,0.481498201,1.548995266,0.211852692,0.715790398,0.87423593,1.818419479,-1.140385884,1.806731172,-0.238910353,0.656911399,0.52763443,2.13618921,0.466623625,1.118333282,1.955971799,0.244592752,-0.247527948,0.57683294,0.093343366,-0.105781748,1.007125646,-0.359731715,1.457515658,1.365430637,-0.640871082,0.233608572,-0.025371211,-3.318612988,0.681228071,1.745006738,0.753386271,0.051529784,0.163520562,0.313165269,1.359576361,-0.132222554,1.997029111,0.42718423,-4.160691349,0.079195232,0.499910593,0.707962587,0.681747368,0.413379037,1.165270647,0.176452267,0.716375201,-0.444299753,-0.450565383,-0.024655948,2.577134592,0.234233745,0.170420808,-3.872010905,-0.004816946,0.573183171,0.209753164,0.972360821,0.286791463,2.369322855,0.318711216,0.32864047,1.947279013,1.865753873,2.829408701,-0.069685342,2.303162434,-1.533017659,2.032011673,-0.580444352,0.456015089,1.041116039,1.955577881,0.614557268,1.263468176,1.694035905,1.031228039,3.281805362,3.010547482,0.94082636,2.856824464,0.566903183,2.417337938,-1.637790969,1.608485822,1.432867477,1.807013115,1.786071291,1.416143467,1.205725479,0.008315916,0.846704542,-0.272151114,-0.006039171,0.374582124,-0.113039182,0.456428799,-0.970365942,0.24289294,0.888584053,1.556403873,0.310206376,-1.18295778,3.154552926,-0.353663437,0.307330815,-0.218586397,-0.057396032,-0.197027307,1.436054276,-1.905256253,0.15400133,0.192353132,0.128355631,-4.360329401,0.575647939,1.06826399,1.716929237,1.025578455,1.005143886,1.557953929,-0.174872619,0.739912365,-3.313211276,-0.060635267,0.744847575,3.666909364,2.548815742,-0.294791826,0.465010081,0.381272267,0.355041625,0.460981435,-0.352986317,0.56520005,0.242902603,2.551797797,0.432106508,-1.912549335,0.833538817,-4.560481515,2.099461217,0.518537717,1.050651401,-4.480242596,-2.586907241,-3.935937084,0.704283776,-0.4583331,0.588091363,0.308671141
RT21,0.441476232,1.046599276,-1.719663132,0.608920085,0.561328619,-0.527054962,-0.961277762,1.547901601,-1.55743656,0.907324704,1.241323477,-0.305926198,0.54032651,-0.945021049,-0.477317035,1.216833725,1.297749606,0.911361544,0.424380001,-0.199004475,-0.007924129,1.59769663,-1.329371978,0.483854869,-2.037830295,1.828425783,0.804105929,0.862270768,2.432097131,-0.828190432,1.377709006,0.562989066,-0.008736593,0.150505575,1.028555151,1.078243286,-0.202815871,0.538004861,0.156240992,1.947821913,0.696056265,0.757066823,0.882834192,1.554668179,1.121069878,1.370603062,0.2070051,0.136465403,-0.121577738,1.124057512,0.19734337,-2.440402076,-0.119069009,3.584353139,2.029328396,-0.302013624,-0.331018914,-1.269129257,-0.633448535,0.325086525,-1.705601944,-0.441000713,-0.17918957,-0.455562026,-1.029699998,-2.159611644,-0.251454821,-2.780209836,0.064873836,-3.514641139,-0.044315219,-0.065160057,-0.72461101,-2.27177865,1.415930647,1.075756021,0.601114118,2.560330946,-1.864897764,-1.110416902,0.569355817,-2.193482582,0.014251582,-2.995844782,0.750974647,1.156201176,1.167831026,1.277969315,1.432775197,1.103354203,0.819873178,-0.022519436,0.101998519,0.890145136,0.976548864,0.45603439,0.358724645,0.590217632,1.765163646,0.053298277,1.579505402,-1.148541719,-0.015047703,4.039574277,-3.041272072,2.452506422,0.061952241,0.447122238,0.097395986,0.791861484,-0.584171765,1.453875991,0.362041373,0.469441064,-0.568961025,2.859711253,0.666874015,0.844342176,2.021797635,0.39237768,0.823240677,2.423276837,0.347346496,0.986819123,2.162601463,0.672133205,-0.624381124,-0.260868337,-2.088418176,0.301905413,0.740480287,1.330411639,-0.468941096,-0.049751571,0.911767179,-0.161796401,1.120430197,-1.626763131,0.628415395,1.938178286,1.12532037,2.625773589,4.074990735,1.718066491,-0.919702892,2.899971576,1.902720146,2.475794636,0.705949029,0.779953742,0.340495858,0.759941354
RT22,0.84603287,1.81965861,-2.06796983,1.29500704,1.39185255,-0.95149597,-0.63112903,1.04306402,-2.31512226,0.20418743,0.4449073,-0.48136018,0.2935396,0.48708285,-0.7953146,1.2101756,1.18536536,1.84112049,1.00126587,-0.37335786,-0.59274628,1.7274604,-0.10559655,-0.13729801,1.89520044,1.91632927,1.27304729,-0.20704329,2.86550271,-0.96443204,1.91088237,0.36685595,-0.4765258,0.37886036,1.75376414,-0.17604541,1.29787948,0.0906328,2.0543084,2.81628011,1.38830962,0.70088832,1.21796805,1.48640148,2.39039568,2.7038255,0.93929105,-0.5833518,1.61899633,1.28742932,1.48840837,-1.92678036,1.96403345,3.72015159,2.25462008,-0.01095887,-0.43770173,-1.54176111,-0.96451535,1.77089501,-2.36726046,-0.78856984,0.33829756,-1.06831297,-1.64988971,-2.40515152,1.93221061,-2.47912188,0.86190927,1.87265733,1.78494423,-1.64832591,0.72682265,-1.66564285,1.00112186,0.8184211,0.13803461,1.44000431,-2.82040921,-2.05487851,-0.21750058,-2.57578732,-0.27234602,-3.76903467,0.27555095,1.70420685,1.78506188,1.62782462,1.76838374,1.921977,1.22605123,-0.7316482,0.88828898,1.77355169,1.57596357,1.17793098,0.73440083,0.41860893,2.36463243,1.1993771,2.37561113,-1.45624362,0.34090918,3.7702031,-4.13988436,1.89289063,1.31009626,-0.32861458,-0.46899949,1.52612259,-1.02845097,1.4979974,1.62302807,1.35674181,-0.31489556,3.06188598,1.77526633,0.32898484,2.72506386,0.60148835,1.14510383,2.12098479,-0.59025402,2.47436722,2.12204108,1.22681071,-1.46369611,-0.46380918,-2.33591305,-0.08835078,1.31808317,0.43886268,-0.57120565,-0.30679713,1.91005125,0.98906658,1.35371509,-2.72537542,0.85543415,2.17010381,1.23595039,2.62739968,3.52483815,2.4129405,-0.84837882,2.8387026,1.83599757,2.6586967,0.57446847,0.88649699,0.71779009,-0.09227052
RT23,0.37292346,0.83626103,0.93192046,0.78639581,1.04380607,0.44338213,0.82751066,1.32137395,0.10079152,-0.84162667,-0.02106986,0.68377997,-0.11508665,0.38733672,0.539093,-0.4869679,0.89031405,0.96095849,0.74512271,1.2916499,0.80627952,1.30874809,0.97319311,0.80234209,0.66341116,1.61377996,0.57635311,0.52453462,1.69431973,0.37058375,-0.93681125,0.91074748,0.67335745,-0.38420822,1.04411961,0.60073557,0.94875725,0.69277381,1.11430114,-3.1701719,1.0385914,0.79342554,0.57936825,0.2787989,0.84344247,3.07758392,0.18177181,0.83590316,0.70978259,-1.15491772,1.21239215,0.62767412,0.5420243,-1.04760502,2.67659538,1.20804883,0.82052152,0.93764834,1.0081975,0.90162922,0.66080995,0.24060906,0.67231597,0.46879072,0.43557651,0.92300923,0.93191705,0.56621049,0.501023,1.7938691,0.54203008,-3.64520073,2.20965494,0.39083243,-1.40888754,0.85053047,0.67934094,-3.78605952,0.92641835,0.77833483,0.7959883,1.3700681,1.14498128,-0.07392467,1.03187703,-0.84822131,-1.17397848,-1.89237299,-1.51902301,-0.91040033,-1.12363253,-0.08042869,-0.03718673,0.75684828,0.79969863,1.14081332,0.7233584,1.30468292,-0.80610499,0.93998854,-2.39899799,0.0888662,0.43918873,0.62426901,0.82750935,0.28345272,0.92525044,0.43484601,0.88708723,0.82770409,0.53767782,1.90881911,0.96765155,1.08527,0.85980884,2.77433694,-0.12700341,-4.3638207,2.40939774,1.376101,-0.96357176,-0.42264006,1.55110542,0.85562691,0.39514491,0.51366286,0.59024984,1.20860353,0.64996067,1.80479508,0.82177503,-0.09015554,0.51810589,0.36643334,0.8148564,1.02126972,1.1243441,1.36896914,0.48333882,2.17310193,1.06705524,2.65536163,-5.26031102,-1.72033869,1.00749794,2.81676943,1.98439158,2.27431586,0.96835187,-0.0521155,0.85132148,1.09465434
RT24,0.196044036,-0.47679403,0.444335797,-0.309389121,-0.704775027,-0.191657417,0.321799395,0.799184569,-0.210988107,-1.506602976,-0.935639916,0.111400583,-0.512841623,0.086259934,-0.092779817,-0.733827975,-0.145240098,-0.667475928,0.160823548,-0.199004475,0.76665077,0.174937462,0.698776269,0.27534303,0.17102232,0.974741937,-0.597869437,-0.178837026,0.917089435,-0.276243809,-1.005780307,0.664609018,-0.768547267,-0.607290566,0.294176087,0.819265232,0.740855675,-4.260006357,0.875141372,0.658469497,-0.486659293,-0.667006329,0.068527477,-0.405298441,-0.492702107,2.292536982,0.752487256,-0.28209413,0.638027926,-0.644092092,0.199984321,-0.206827712,0.249739812,-1.047605023,2.434713199,0.630363245,0.296969146,-0.363166466,0.013088853,-0.736484492,-0.025853744,0.42954465,0.188741593,-0.333473561,0.170320633,0.080851381,0.753804551,0.361314125,0.633671816,-3.514641139,0.70936945,0.529478804,0.399331586,0.213377969,0.455657213,-2.093929559,-0.075108711,-3.786059516,0.325104212,0.65317169,0.817299774,0.288837595,0.027985339,-0.305906331,-1.761330977,-0.662081059,-1.136238151,-1.120303553,-1.123890682,-1.280714402,-0.443036367,-0.054821222,0.506590683,-1.028660706,-1.434442313,-0.082962111,0.296940292,-0.157662316,-1.539099775,-0.749873055,-2.398997988,-0.094001781,0.305977308,-0.533571924,0.122795517,-1.690628304,0.197497733,0.60214057,-0.095795243,-0.451831428,0.110239798,1.621913202,-0.137289871,-0.52738853,0.152701326,1.583539553,-1.093443928,0.627563817,-3.351061181,-0.001492123,0.329082877,0.692858054,1.023439437,-0.351466018,0.555831576,-0.111146205,0.014929461,0.109991242,0.569695994,1.069168102,-0.341976561,-1.110086494,0.34247515,-0.015307018,-0.599125449,-0.310216406,-0.090113165,0.165014857,-0.280432002,1.43246496,-0.36006112,2.003006463,-0.914442796,0.602503909,0.102738186,1.950644978,1.431903475,1.404785521,0.275140791,-0.712358813,0.420538566,-0.227445299
